Subject ID:, Run Polar:, Run Ecc:, Run Bars:, Polar no. of cycles:, Polar cycle duration:, Eccentricity no. of cycles:, Eccentricity cycle duration:, Bar no. of sweeps:, Bar sweep duration:
BAR98, No, No, Yes, 18, 42.667, 15, 51.333, 16, 20
Baseline Duration preceding and following stimualtion: 12 secs
Time, pa_cycle_count, time_through_pa_cycle, pa_angle, ecc_cycle_count, time_through_ecc_cycle, ecc_inner_rad, bar_sweep_count, time_through_bar_sweep, bar_drift_position, bar_orientation, fixation_orientation
23.13, 0, 11.12, 93,                              0, 11.12, 82,                              0, 11.12, 480, 0.0,                              0
23.21, 0, 11.2, 93,                              0, 11.2, 83,                              0, 11.2, 483, 0.0,                              0
23.31, 0, 11.3, 94,                              0, 11.3, 84,                              0, 11.3, 488, 0.0,                              0
23.39, 0, 11.39, 95,                              0, 11.39, 84,                              0, 11.39, 491, 0.0,                              0
23.49, 0, 11.48, 96,                              0, 11.48, 85,                              0, 11.48, 496, 0.0,                              0
23.57, 0, 11.57, 96,                              0, 11.57, 86,                              0, 11.57, 499, 0.0,                              0
23.67, 0, 11.66, 97,                              0, 11.66, 86,                              0, 11.66, 503, 0.0,                              0
23.75, 0, 11.75, 98,                              0, 11.75, 87,                              0, 11.75, 507, 0.0,                              0
23.85, 0, 11.84, 99,                              0, 11.84, 88,                              0, 11.84, 511, 0.0,                              0
23.93, 0, 11.92, 99,                              0, 11.92, 88,                              0, 11.92, 515, 0.0,                              0
24.01, 0, 12.0, 100,                              0, 12.0, 89,                              0, 12.0, 518, 0.0,                              0
24.09, 0, 12.08, 101,                              0, 12.08, 89,                              0, 12.08, 522, 0.0,                              0
24.17, 0, 12.17, 101,                              0, 12.17, 90,                              0, 12.17, 525, 0.0,                              0
24.27, 0, 12.26, 102,                              0, 12.26, 91,                              0, 12.26, 529, 0.0,                              0
24.35, 0, 12.34, 103,                              0, 12.34, 91,                              0, 12.34, 533, 0.0,                              0
24.44, 0, 12.43, 104,                              0, 12.43, 92,                              0, 12.43, 536, 0.0,                              0
24.53, 0, 12.53, 104,                              0, 12.53, 93,                              0, 12.53, 541, 0.0,                              0
24.63, 0, 12.62, 105,                              0, 12.62, 93,                              0, 12.62, 545, 0.0,                              0
24.71, 0, 12.7, 106,                              0, 12.7, 94,                              0, 12.7, 548, 0.0,                              0
24.8, 0, 12.8, 107,                              0, 12.8, 95,                              0, 12.8, 552, 0.0,                              0
24.88, 0, 12.87, 107,                              0, 12.87, 95,                              0, 12.87, 556, 0.0,                              0
24.96, 0, 12.95, 108,                              0, 12.95, 96,                              0, 12.95, 559, 0.0,                              0
25.04, 0, 13.03, 109,                              0, 13.03, 97,                              0, 13.03, 563, 0.0,                              0
25.12, 0, 13.11, 109,                              0, 13.11, 97,                              0, 13.11, 566, 0.0,                              0
25.21, 0, 13.21, 110,                              0, 13.21, 98,                              0, 13.21, 570, 0.0,                              0
25.29, 0, 13.28, 111,                              0, 13.28, 98,                              0, 13.28, 574, 0.0,                              0
25.39, 0, 13.38, 112,                              0, 13.38, 99,                              0, 13.38, 578, 0.0,                              0
25.47, 0, 13.46, 112,                              0, 13.46, 100,                              0, 13.46, 581, 0.0,                              0
25.56, 0, 13.56, 113,                              0, 13.56, 100,                              0, 13.56, 585, 0.0,                              0
25.64, 0, 13.63, 114,                              0, 13.63, 101,                              0, 13.63, 589, 0.0,                              0
25.72, 0, 13.71, 115,                              0, 13.71, 102,                              0, 13.71, 592, 0.0,                              0
25.8, 0, 13.79, 115,                              0, 13.79, 102,                              0, 13.79, 596, 0.0,                              0
25.88, 0, 13.87, 116,                              0, 13.87, 103,                              0, 13.87, 599, 0.0,                              0
25.96, 0, 13.95, 117,                              0, 13.95, 103,                              0, 13.95, 603, 0.0,                              0
26.04, 0, 14.03, 117,                              0, 14.03, 104,                              0, 14.03, 606, 0.0,                              0
26.12, 0, 14.11, 118,                              0, 14.11, 105,                              0, 14.11, 609, 0.0,                              0
26.21, 0, 14.21, 119,                              0, 14.21, 105,                              0, 14.21, 614, 0.0,                              0
26.29, 0, 14.29, 119,                              0, 14.29, 106,                              0, 14.29, 617, 0.0,                              0
26.39, 0, 14.38, 120,                              0, 14.38, 107,                              0, 14.38, 621, 0.0,                              0
26.46, 0, 14.46, 121,                              0, 14.46, 107,                              0, 14.46, 625, 0.0,                              45
26.54, 0, 14.53, 121,                              0, 14.53, 108,                              0, 14.53, 628, 0.0,                              45
26.62, 0, 14.61, 122,                              0, 14.61, 108,                              0, 14.61, 631, 0.0,                              45
26.7, 0, 14.69, 123,                              0, 14.69, 109,                              0, 14.69, 635, 0.0,                              45
26.79, 0, 14.78, 123,                              0, 14.78, 110,                              0, 14.78, 639, 0.0,                              45
26.87, 0, 14.86, 124,                              0, 14.86, 110,                              0, 14.86, 642, 0.0,                              45
26.95, 0, 14.94, 125,                              0, 14.94, 111,                              0, 14.94, 646, 0.0,                              45
27.04, 0, 15.03, 126,                              0, 15.03, 112,                              0, 15.03, 650, 0.0,                              45
27.12, 0, 15.11, 126,                              0, 15.11, 112,                              0, 15.11, 653, 0.0,                              45
27.2, 0, 15.19, 127,                              0, 15.19, 113,                              0, 15.19, 656, 0.0,                              45
27.28, 0, 15.27, 128,                              0, 15.27, 113,                              0, 15.27, 660, 0.0,                              45
27.36, 0, 15.35, 128,                              0, 15.35, 114,                              0, 15.35, 663, 0.0,                              45
27.44, 0, 15.43, 129,                              0, 15.43, 115,                              0, 15.43, 667, 0.0,                              45
27.54, 0, 15.53, 130,                              0, 15.53, 115,                              0, 15.53, 671, 0.0,                              45
27.63, 0, 15.62, 131,                              0, 15.62, 116,                              0, 15.62, 675, 0.0,                              45
27.71, 0, 15.7, 131,                              0, 15.7, 117,                              0, 15.7, 679, 0.0,                              45
27.8, 0, 15.79, 132,                              0, 15.79, 117,                              0, 15.79, 683, 0.0,                              45
27.88, 0, 15.87, 133,                              0, 15.87, 118,                              0, 15.87, 686, 0.0,                              45
27.96, 0, 15.95, 133,                              0, 15.95, 118,                              0, 15.95, 689, 0.0,                              45
28.05, 0, 16.04, 134,                              0, 16.04, 119,                              0, 16.04, 693, 0.0,                              45
28.13, 0, 16.12, 135,                              0, 16.12, 120,                              0, 16.12, 697, 0.0,                              45
28.21, 0, 16.2, 136,                              0, 16.2, 120,                              0, 16.2, 700, 0.0,                              45
28.3, 0, 16.29, 136,                              0, 16.29, 121,                              0, 16.29, 704, 0.0,                              45
28.4, 0, 16.39, 137,                              0, 16.39, 122,                              0, 16.39, 708, 0.0,                              45
28.49, 0, 16.48, 138,                              0, 16.48, 122,                              0, 16.48, 713, 0.0,                              45
28.57, 0, 16.56, 139,                              0, 16.56, 123,                              0, 16.56, 716, 0.0,                              45
28.65, 0, 16.64, 139,                              0, 16.64, 124,                              0, 16.64, 719, 0.0,                              45
28.73, 0, 16.72, 140,                              0, 16.72, 124,                              0, 16.72, 723, 0.0,                              45
28.8, 0, 16.8, 141,                              0, 16.8, 125,                              0, 16.8, 726, 0.0,                              45
28.9, 0, 16.89, 141,                              0, 16.89, 125,                              0, 16.89, 730, 0.0,                              45
28.97, 0, 16.97, 142,                              0, 16.97, 126,                              0, 16.97, 733, 0.0,                              45
29.07, 0, 17.06, 143,                              0, 17.06, 127,                              0, 17.06, 738, 0.0,                              45
29.14, 0, 17.14, 143,                              0, 17.14, 127,                              0, 17.14, 741, 0.0,                              45
29.22, 0, 17.22, 144,                              0, 17.22, 128,                              0, 17.22, 744, 0.0,                              45
29.32, 0, 17.31, 145,                              0, 17.31, 129,                              0, 17.31, 748, 0.0,                              45
29.41, 0, 17.4, 146,                              0, 17.4, 129,                              0, 17.4, 752, 0.0,                              45
29.49, 0, 17.48, 146,                              0, 17.48, 130,                              0, 17.48, 756, 0.0,                              45
29.58, 0, 17.58, 147,                              0, 17.58, 131,                              0, 17.58, 760, 0.0,                              45
29.68, 0, 17.67, 148,                              0, 17.67, 131,                              0, 17.67, 764, 0.0,                              45
29.75, 0, 17.75, 149,                              0, 17.75, 132,                              0, 17.75, 767, 0.0,                              45
29.83, 0, 17.82, 149,                              0, 17.82, 132,                              0, 17.82, 771, 0.0,                              45
29.91, 0, 17.9, 150,                              0, 17.9, 133,                              0, 17.9, 774, 0.0,                              45
29.99, 0, 17.98, 151,                              0, 17.98, 134,                              0, 17.98, 777, 0.0,                              45
30.08, 0, 18.07, 151,                              0, 18.07, 134,                              0, 18.07, 782, 0.0,                              45
30.18, 0, 18.17, 152,                              0, 18.17, 135,                              0, 18.17, 786, 0.0,                              45
30.27, 0, 18.26, 153,                              0, 18.26, 136,                              0, 18.26, 790, 0.0,                              45
30.34, 0, 18.34, 154,                              0, 18.34, 136,                              0, 18.34, 793, 0.0,                              45
30.43, 0, 18.43, 154,                              0, 18.43, 137,                              0, 18.43, 797, 0.0,                              45
30.51, 0, 18.51, 155,                              0, 18.51, 138,                              0, 18.51, 800, 0.0,                              45
30.6, 0, 18.6, 156,                              0, 18.6, 138,                              0, 18.6, 804, 0.0,                              45
30.68, 0, 18.68, 156,                              0, 18.68, 139,                              0, 18.68, 808, 0.0,                              45
30.78, 0, 18.77, 157,                              0, 18.77, 139,                              0, 18.77, 812, 0.0,                              45
30.87, 0, 18.86, 158,                              0, 18.86, 140,                              0, 18.86, 816, 0.0,                              45
30.95, 0, 18.94, 159,                              0, 18.94, 141,                              0, 18.94, 819, 0.0,                              45
31.04, 0, 19.03, 159,                              0, 19.03, 141,                              0, 19.03, 823, 0.0,                              45
31.14, 0, 19.13, 160,                              0, 19.13, 142,                              0, 19.13, 827, 0.0,                              45
31.22, 0, 19.21, 161,                              0, 19.21, 143,                              0, 19.21, 831, 0.0,                              45
31.31, 0, 19.31, 162,                              0, 19.31, 144,                              0, 19.31, 835, 0.0,                              45
31.39, 0, 19.38, 162,                              0, 19.38, 144,                              0, 19.38, 838, 0.0,                              45
31.46, 0, 19.46, 163,                              0, 19.46, 145,                              0, 19.46, 842, 0.0,                              45
31.54, 0, 19.53, 164,                              0, 19.53, 145,                              0, 19.53, 845, 0.0,                              45
31.63, 0, 19.63, 164,                              0, 19.63, 146,                              0, 19.63, 849, 0.0,                              45
31.71, 0, 19.7, 165,                              0, 19.7, 146,                              0, 19.7, 852, 0.0,                              45
31.78, 0, 19.78, 166,                              0, 19.78, 147,                              0, 19.78, 856, 0.0,                              45
31.86, 0, 19.85, 166,                              0, 19.85, 148,                              0, 19.85, 859, 0.0,                              45
31.94, 0, 19.93, 167,                              0, 19.93, 148,                              0, 19.93, 862, 0.0,                              45
32.03, 0, 20.02, 168,                              0, 20.02, 149,                              0, 20.02, 866, 0.0,                              45
32.1, 0, 20.1, 168,                              0, 20.1, 149,                              1, 0.05, 869, 22.5,                              45
32.18, 0, 20.17, 169,                              0, 20.17, 150,                              1, 0.13, 3, 22.5,                              45
32.27, 0, 20.27, 170,                              0, 20.27, 151,                              1, 0.22, 7, 22.5,                              45
32.35, 0, 20.34, 171,                              0, 20.34, 151,                              1, 0.3, 10, 22.5,                              45
32.42, 0, 20.42, 171,                              0, 20.42, 152,                              1, 0.37, 13, 22.5,                              45
32.5, 0, 20.49, 172,                              0, 20.49, 152,                              1, 0.45, 17, 22.5,                              45
32.58, 0, 20.57, 172,                              0, 20.57, 153,                              1, 0.53, 20, 22.5,                              45
32.65, 0, 20.65, 173,                              0, 20.65, 154,                              1, 0.6, 23, 22.5,                              45
32.75, 0, 20.74, 174,                              0, 20.74, 154,                              1, 0.69, 27, 22.5,                              45
32.82, 0, 20.82, 174,                              0, 20.82, 155,                              1, 0.77, 31, 22.5,                              45
32.91, 0, 20.91, 175,                              0, 20.91, 155,                              1, 0.86, 35, 22.5,                              45
32.99, 0, 20.98, 176,                              0, 20.98, 156,                              1, 0.94, 38, 22.5,                              45
33.07, 0, 21.06, 177,                              0, 21.06, 157,                              1, 1.02, 41, 22.5,                              45
33.16, 0, 21.15, 177,                              0, 21.15, 157,                              1, 1.11, 45, 22.5,                              45
33.24, 0, 21.23, 178,                              0, 21.23, 158,                              1, 1.19, 49, 22.5,                              45
33.31, 0, 21.31, 179,                              0, 21.31, 158,                              1, 1.26, 52, 22.5,                              45
33.4, 0, 21.4, 179,                              0, 21.4, 159,                              1, 1.35, 56, 22.5,                              45
33.48, 0, 21.47, 180,                              0, 21.47, 160,                              1, 1.43, 59, 22.5,                              45
33.58, 0, 21.57, 181,                              0, 21.57, 160,                              1, 1.53, 63, 22.5,                              45
33.67, 0, 21.67, 182,                              0, 21.67, 161,                              1, 1.62, 67, 22.5,                              45
